algorithm,parameter,value,run,seed,best_true_f,x1,x2,feasible,evaluations
GA,mutation_step,0.14,4,20375638,-0.5825947437135235,0.7837189277521514,0.4889815140067795,1,2000
GA,mutation_step,0.14,5,20376647,-0.6874887760058981,0.8654310662935437,0.5010280126839414,1,2000
GA,mutation_step,0.14,6,20377656,-0.713286091035003,0.8578219867114086,0.513946922468159,1,2000
GA,mutation_step,0.14,7,20378665,-0.7263548674459382,0.8386944393096464,0.5446022745739113,1,2000
GA,mutation_step,0.14,8,20379674,-0.7145801575365704,0.8573124224578251,0.5147964746377889,1,2000
GA,mutation_step,0.14,9,20380683,-0.6721485254930619,0.8687986064401779,0.49516561012211346,1,2000
GA,mutation_step,0.2,0,20372602,-0.7284196875272644,0.8408999353282166,0.5411906307069637,1,2000
GA,mutation_step,0.2,1,20373611,-0.7278266686461183,0.8401614429628316,0.5423363806334706,1,2000
GA,mutation_step,0.2,2,20374620,-0.7298553259385661,0.8443725001999859,0.535756550035578,1,2000
GA,mutation_step,0.2,3,20375629,-0.7147524306389051,0.8319643114215457,0.5548291489466584,1,2000
GA,mutation_step,0.2,4,20376638,-0.726818654879167,0.8504605161925605,0.526038886773101,1,2000
GA,mutation_step,0.2,5,20377647,-0.6509380219415326,0.8417025531697355,0.46077206520571073,1,2000
GA,mutation_step,0.2,6,20378656,-0.7139476529792976,0.8575641324849087,0.5143770588541112,1,2000
GA,mutation_step,0.2,7,20379665,-0.7076044873383928,0.8291372731664391,0.5590450628045308,1,2000
GA,mutation_step,0.2,8,20380674,-0.6992243340479538,0.8624012239519959,0.5062253736490294,1,2000
GA,mutation_step,0.2,9,20381683,-0.714039419828793,0.8316573144796028,0.5552892140790916,1,2000
GA,mutation_step,0.3,0,20373602,-0.7174778419230892,0.8332067003550845,0.5529616573356532,1,2000
GA,mutation_step,0.3,1,20374611,-0.6457017326466798,0.8133443770406837,0.5817825404189286,1,2000
GA,mutation_step,0.3,2,20375620,-0.6846244795110548,0.8221622454068678,0.5692532320747395,1,2000
GA,mutation_step,0.3,3,20376629,-0.7029225399045845,0.8613257077768757,0.5080531715506402,1,2000
GA,mutation_step,0.3,4,20377638,-0.714285716947707,0.8317626054606171,0.5551314872688865,1,2000
GA,mutation_step,0.3,5,20378647,-0.7276746902684386,0.8496137357824194,0.527405441733247,1,2000
GA,mutation_step,0.3,6,20379656,-0.7107485382607088,0.8587651720192055,0.5123693778191906,1,2000
GA,mutation_step,0.3,7,20380665,-0.6592696799086307,0.8712835920681623,0.49077989179753473,1,2000
GA,mutation_step,0.3,8,20381674,-0.6689474171401174,0.8183225910432472,0.5747591991332253,1,2000
GA,mutation_step,0.3,9,20382683,-0.684339478858387,0.8220876185180359,0.5693609992608767,1,2000
GA,elite_fraction,0.05,0,20380602,-0.679175941349818,0.8390298184638926,0.47233793721065126,1,2000
